miejscowosc_id;kod_stacji;kod_miedzynarodowy;nazwa_stacji;stary_kod_stacji;data_uruchomienia;data_zamkniecia;typ_stacji;typ_obszaru;rodzaj_stacji;adres;uwagi;wgs84_fi_n;wgs84_lambda_e
11889;LbLublinPiel;PL0087A;Lublin Ul. Pielęgniarek;;2001-05-22;2009-12-31;tło;miejski;kontenerowa stacjonarna;ul. Pielęgniarek 6;;51.239444;22.5075
11889;LbLublinSpokojna;PL0206A;Lublin Ul. Spokojna (Śródmieście);;2003-01-01;2009-12-31;tło;miejski;w budynku;ul. Spokojna 9;;51.250731;22.554769
11889;LbLubObywate;PL0507A;Lublin, ul. Obywatelska;LbLublinWIOS;2010-05-21;;tło;miejski;kontenerowa stacjonarna;ul. Obywatelska 13;;51.259431;22.569133
11889;LbLubSliwins;PL0085A;Lublin, ul. Śliwińskiego;LbLublin_Sliwins_5;2001-07-01;;tło;miejski;kontenerowa stacjonarna;ul. Śliwińskiego 5;;51.273078;22.551675
9884;LbLukBulNiepMOB;PL0817A;Łuków, Bulwar 100-lecia Odzyskania Niepodległości;;2023-01-09;2024-12-16;tło;miejski;mobilna;ul. Bulwar 100-lecia Odzyskania Niepodległości;;51.930734;22.372502
9884;LbLukowBrowarna;PL0357A;WIOŚ-Łuków-Browarna;;2007-01-03;2010-12-31;tło;miejski;kontenerowa stacjonarna;ul. Browarna 63;;51.928564;22.377758
9884;LbLukowSpoldzielcza;PL0088A;PSSE-Łuków-Spółdzielcza;;1999-02-01;2008-12-31;tło;miejski;w budynku;ul. Społdzielcza 4;;51.929722;22.380569
14560;LbMiedzPModrzewiowa;;PSSE-MiędzyrzecP-Modrzewiowa;;1997-01-15;2003-12-31;tło;podmiejski;w budynku;ul. Modrzewiowa 27;;51.996064;22.802539
14560;LBMiedzPStaromiejska;PL0358A;PSSE-MiędzyrzecP-Staromiejska;;2004-01-05;2008-12-31;tło;miejski;w budynku;ul. Staromiejska 20;;51.985278;22.787097
10216;LbNaleczAlMa;PL0710A;Nałęczów, al. Małachowskiego;LbNaleczowMOB, LbNaleczow;2019-01-22;;tło;podmiejski;wolnostojący pobornik pyłu;al. Małachowskiego;;51.284931;22.210242
10216;LbNaleczowKasztan;PL0359A;Nałęczów Ul. Kasztanowa;;1993-01-04;2009-12-31;tło;miejski;w budynku;ul. Kasztanowa 1;;51.287361;22.208233
10801;LbPulaKarpin;PL0657A;Puławy, ul. Karpińskiego;LbPulawyKarp;2015-06-01;2021-12-31;tło;miejski;kontenerowa stacjonarna;ul. Karpińskiego 5;;51.419047;21.961089
10801;LbPulaSkowie;PL0089A;Puławy ul. Skowieszyńska;LbPulawySkowieszynska;2003-07-22;2015-12-31;tło;podmiejski;wolnostojący pobornik pyłu;ul. Skowieszyńska 51;;51.410614;21.976375
10801;LbPulawyLubelska;PL0360A;Puławy Ul. Lubelska;;1993-01-04;2015-01-01;tło;miejski;w budynku;ul. Lubelska 5;;51.417258;21.972761
14690;LbRadzPodSit;PL0270A;Radzyń Podlaski, ul. Sitkowskiego;LbRadzyPSitkowskiego;2006-11-08;;tło;podmiejski;wolnostojący pobornik pyłu;ul. Sitkowskiego 1b;;51.78;22.625944
14690;LbRadzyPPocztowa;PL0090A;PSSE-RadzyńP-Pocztowa;;1984-01-01;2009-12-31;tło;miejski;w budynku;ul. Pocztowa 5;;51.784558;22.619614
13905;LbRejowiecFabrWIOS;PL0361A;Rejowiec Fabryczny;;2006-09-01;2010-12-31;tło;miejski;kontenerowa stacjonarna;ul. Chełmska 51A;;51.110278;23.246944
11945;LbSwidnikWPolskiego;PL0362A;Świdnik ul. Wojska Polskiego;;2004-01-12;2009-12-31;tło;miejski;w budynku;ul. Wojska Polskiego 27;;51.221919;22.687217
11945;LbSwidnikWyszyns;;Świdnik Ul. Wyszyńskiego;;1993-03-24;2003-12-31;tło;miejski;w budynku;ul. Wyszyńskiego 15;;51.217625;22.698714
10362;LbSzczebPartyzantow;PL0363A;Szczebrzeszyn;;2003-02-10;2008-12-31;tło;miejski;w budynku;ul. Partyzantów 35;;50.698056;22.971944
13524;LbTomaszowLubWIOS;PL0271A;Tomaszów Lubelski ul. Lwowska 68;;2006-09-01;2010-12-31;tło;miejski;kontenerowa stacjonarna;ul. Lwowska 68;;50.4475;23.414444
13524;LbTomaszowLubWSSE;PL0364A;Tomaszów Lubelski ul. Lwowska 51;;1995-01-02;2008-12-31;tło;miejski;w budynku;ul. Lwowska 51;;50.447778;23.416944
9397;LbWilczopole;PL0488A;Wilczopole;;2006-09-01;;tło;pozamiejski;w budynku;;;51.163542;22.598608
11427;LbWlodawWSSE;PL0365A;Włodawa ul. Pilsudskiego;;1985-01-02;2009-12-31;tło;miejski;w budynku;ul. Piłsudskiego 66;;51.552308;23.554408
13289;LbZamoHrubie;PL0091A;Zamość, ul. Hrubieszowska;LbZamoscHrubieszowsk;1992-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Hrubieszowska 69A;;50.716628;23.290247
13289;LbZamoscWSSE;PL0092A;Zamość ul. Peowiaków 96;;1985-06-12;2009-12-31;tło;miejski;w budynku;ul. Peowiaków 96;;50.716111;23.260833
18834;LdAlekslWSSEMSklodow;;Aleksandrów Ł.-Skłodowskiej Curie1;;1976-04-05;2010-01-01;tło;miejski;w budynku;ul. Skłodowskiej Curie 1;;-999.0;-999.0
20119;LdBelchaWSSEMOkrzei;PL0093A;Bełchatów-Okrzei49;;1988-01-01;2010-01-01;tło;miejski;w budynku;ul. Okrzei S. 49;;51.360278;19.367778
20119;LdBelchEdwar;PL0665A;Bełchatów, ul. Edwardów;LdBelchatEdward;2017-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Edwardów 5;;51.356689;19.365903
24845;LdBrzeReform;PL0366A;Brzeziny, ul. Reformacka;LdBrzeziWIOSMReforma;2010-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Reformacka 1;;51.797806;19.756094
24845;LdBrzeziWSSEMReforma;;Brzeziny-Reformacka;;1990-10-16;2010-01-01;tło;miejski;w budynku;ul. Reformacka 3;"Wybrano miejscowość SIMC: Brzeziny (0977025). Podstawa korekty: brak współrzędnych; nazwa/adres wskazuje miasto Brzeziny, ul. Reformacka. Dodatkowe uwagi: wybrano Brzeziny, gmina miejska, powiat brzeziński.";-999.0;-999.0
22167;LdGajewUjWod;PL0094A;Gajew, Ujęcie Wody;LdGajewWIOSAGajew;2003-11-01;;tło;pozamiejski;kontenerowa stacjonarna;Ujęcie wody;;52.143258;19.233217
20827;LdKutn1Maja7MOB;PL0763A;Kutno, ul. 1 Maja;;2019-09-19;;tło;miejski;mobilna;ul. 1 Maja 7;;52.231908;19.353689
20827;LdKutnKosciu;PL0607A;Kutno, ul. Kościuszki;LdKutnoWIOSMKoscius;2014-01-01;2022-12-31;tło;miejski;wolnostojący pobornik pyłu;ul. Kościuszki 26;;52.234389;19.368508
20827;LdKutnoWIOSMWilcza;PL0095A;Kutno Wilcza;;1993-03-01;2015-12-31;tło;miejski;w budynku;ul. Wilcza 5a;;52.228489;19.372206
20827;LdKutnoWSSEMGrunwal;PL0367A;Kutno-Grunwaldzka2;;1976-07-01;2010-01-01;tło;miejski;w budynku;ul. Grunwaldzka 2;;52.229167;19.372222
19928;LdLaskNarutoMOB;PL0764A;Łask, ul. Narutowicza;;2020-10-26;;tło;miejski;mobilna;ul. Narutowicza 28;;51.589208;19.131433
19928;LdLaskWSSEMWarszaw;PL0255A;Łask-Warszawska;;1990-02-05;2010-01-01;tło;miejski;w budynku;ul. Warszawska;;51.59;19.147222
21757;LdLodzCzerni;PL0096A;Łódź, ul. Czernika;LdLodzWIOSACzernik;2003-11-01;;tło;miejski;kontenerowa stacjonarna;ul. Czernika 1/3;;51.75805;19.529786
21757;LdLodzGdansk;PL0543A;Łódź, ul. Gdańska;LdLodzWIOSAGdanska;2012-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Gdańska 16;;51.775378;19.450992
21757;LdLodzJanPaw;PL0635A;Łódź, al. Jana Pawła II;;2015-10-27;;komunikacyjna;miejski;kontenerowa stacjonarna;al. Jana Pawła II 15;;51.754613;19.434925
21757;LdLodzKilins;PL0589A;Łódź-Kilińskiego 102/102a;LdLodzWIOSAKilinsk;2014-01-01;2017-12-31;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Kilińskiego 102/102a;;51.763801;19.467132
21757;LdLodzLegion;PL0100A;Łódź, ul. Legionów;LdLodzWSSEMLegiono;2004-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Legionów 1;;51.776417;19.452936
21757;LdLodzRudzka;PL0101A;Łódź, ul. Rudzka;LdLodzWSSEMRudzka;1975-01-01;2024-04-28;tło;miejski;wolnostojący pobornik pyłu;ul. Rudzka 60;;51.705581;19.434842
21757;LdLodzWIOSARubinst;PL0097A;Łódź-Śródmieście;;2003-11-01;2014-12-31;tło;miejski;w budynku;ul. Rubinsteina 77;;51.767292;19.455339
21757;LdLodzWSSEMAstrona;PL0368A;Łódź-Astronautów;;1968-01-01;2010-01-01;tło;miejski;w budynku;ul. Astronautów 17;;51.726111;19.461944
21757;LdLodzWSSEMDeczyns;PL0099A;Łódź-Deczyńskiego;;1973-01-01;2010-01-01;tło;miejski;w budynku;ul. Deczyńskiego 24;;51.803889;19.471111
21757;LdLodzWSSEMPrzybys;PL0036A;Łódź-Przybyszewskiego10;;1965-03-05;2010-01-01;tło;miejski;w budynku;ul. Przybyszewskiego 10;;51.744167;19.467228
21757;LdLodzWSSEMRokicin;;Łódź-Rokicińska144;;1971-01-02;2003-12-31;tło;miejski;w budynku;ul. Rokicińska 144;;51.758056;19.560278
21757;LdLodzWSSEMWici3;PL0037A;Łódź-Wici3;;1994-01-07;2010-01-01;tło;miejski;w budynku;ul. Wici 3;;51.798611;19.384722
21757;LdLodzWSSEMWilensk;PL0369A;Łódź-Wileńska25;;1994-01-01;2010-01-01;tło;miejski;w budynku;ul. Wileńska 25;;51.752778;19.428333
21757;LdLodzWSSEMWodna40;PL0002A;Łódź-WSSE Wodna40;;1998-12-25;2010-01-01;tło;miejski;w budynku;ul. Wodna 40;;51.761667;19.476944
21757;LdLodzWSSEMZachodn;PL0102A;Łódź-Zachodnia81;;1967-01-05;2010-01-01;tło;miejski;w budynku;ul. Zachodnia 81;;51.774722;19.455003
21757;LdLodzZachod;PL0098A;Łódź-Zachodnia 40;LdLodzWIOSAZachodn;2003-09-02;2016-05-20;komunikacyjna;miejski;kontenerowa stacjonarna;ul. Zachodnia 40;;51.777603;19.452408
19276;LdLowiczSien;PL0609A;Łowicz, ul. Sienkiewicza;LdLowSienkie;2015-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Henryka Sienkiewicza 62;;52.105847;19.939433
19276;LdLowiczWSSEMSwFlori;PL0370A;Łowicz-Św.Floriana3;;1994-01-01;2010-01-01;tło;miejski;w budynku;ul. Św. Floriana 3;;52.108056;19.936944
22161;LdOpocPlKosc;PL0508A;Opoczno-Pl Kościuszki 15;LdOpocznWIOSMPlKosci;2010-01-01;2017-01-01;tło;miejski;wolnostojący pobornik pyłu;pl. Kościuszki 15;;51.375842;20.289236
22161;LdOpocSkCuri;PL0666A;Opoczno, ul. Skłodowskiej-Curie;LdOpocCurieSk;2017-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Skłodowskiej-Curie 5;;51.379128;20.282169
22161;LdOpocznWSSEMPlKosci;PL0103A;Opoczno-Pl Kościuszki;;1986-01-01;2010-01-01;tło;miejski;w budynku;pl. Kościuszki;;51.375;20.275008
21887;LdOzorkoWSSEMWigury1;PL0371A;Ozorków-Wigury 1;;1986-02-04;2010-01-01;tło;miejski;w budynku;ul. Wigury 1;;51.967222;19.290283
21613;LdPabianWSSEMNowa;PL0372A;Pabianice-Nowa1;;1992-01-01;2010-01-01;tło;miejski;w budynku;ul. Nowa 1;;51.659167;19.320833
21613;LdPabiKilins;PL0537A;Pabianice, ul. Kilińskiego;LdPabianWIOSMKilinsk;2009-12-08;;tło;miejski;w budynku;ul. Kilińskiego 4;;51.663331;19.356064
21613;LdPabiKonsta;PL0104A;Pabianice, ul. Konstantynowska;LdPabianWIOSAKonstan;2003-11-01;;przemysłowa;miejski;kontenerowa stacjonarna;ul. Konstantynowska;;51.667981;19.368683
20955;LdPajeczWSSEMZeromsk;PL0373A;Pajęczno-Żeromskiego 7;;2001-01-01;2010-01-01;tło;miejski;w budynku;ul. Żeromskiego;;51.150556;18.987781
23440;LdParzniUjWo;PL0105A;Parzniewice, Ujęcie Wody;LdParzniWIOSAParznie;2003-10-17;;tło;pozamiejski;kontenerowa stacjonarna;Ujęcie wody;;51.291175;19.517556
22457;LdPiotrkMZGKMkarolin;;Piotrków Tryb. - Karolinowska 51;;1983-06-01;2008-01-01;przemysłowa;miejski;kontenerowa stacjonarna;ul. Karolinowska 51;;51.425;19.682222
22457;LdPioTrKraPr;PL0509A;Piotrków Trybunalski, ul. Krakowskie Przedmieście;LdPiotrkWIOSAKrakPrz;2009-12-15;;tło;miejski;kontenerowa stacjonarna;ul. Krakowskie Przedmieście 13;;51.404406;19.696956
22457;LdPiotrkWIOSABelzack;PL0106A;Piotrków Belzacka;;1999-03-09;2009-01-13;tło;miejski;w budynku;ul. Belzacka 78a;;51.406944;19.673056
22457;LdPiotrkWSSEM3goMaja;PL0107A;PiotrkówTryb.-3-goMaja8;;1987-01-01;2010-01-01;tło;miejski;w budynku;ul. 3 Maja 8;;51.405;19.693333
22457;LdPioTrSienk;PL0510A;PiotrkówTryb.-Sienkiewicza 16;LdPiotrkWIOSMSienkie;2010-01-01;2015-01-01;tło;miejski;w budynku;ul. Sienkiewicza 16;;51.407844;19.688694
19793;LdRadomsFAMEGMGlinia;;Radomsko-Gliniana26;;1990-01-01;2006-04-01;tło;miejski;kontenerowa stacjonarna;ul. Gliniana 26;;51.068056;19.426667
19793;LdRadomsFAMEGMGolebi;;Radomsko-Gołębia;;1990-08-01;2005-11-01;tło;miejski;kontenerowa stacjonarna;ul. Gołębia 8;;-999.0;-999.0
19793;LdRadomsMETALMPrzedb;;Radomsko-Przedborska;;1990-01-01;2006-04-01;tło;miejski;kontenerowa stacjonarna;ul. Przedborska;;51.074722;19.461111
19793;LdRadomsRoln;PL0544A;Radomsko, ul. Rolna;LdRadomsWIOSMRolna2;2010-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Rolna 2;;51.067417;19.448714
19793;LdRadomsSoko;PL0256A;Radomsko-Sokola4;LdRadomsWIOSASokola4;2005-04-19;2016-05-20;tło;miejski;kontenerowa stacjonarna;ul. Sokola 4;;51.063992;19.451164
19793;LdRadomsWSSEMKomunyP;PL0108A;Radomsko-KomunyParyskiej5;;1995-01-01;2010-01-01;tło;miejski;w budynku;ul. Komuny Paryskiej 5;;51.069444;19.441111
19793;LdRadomsWSSEMZeromsk;PL0109A;Radomsko-Żeromskiego 15;;2004-01-01;2011-05-01;tło;miejski;kontenerowa stacjonarna;ul. Żeromskiego 15;;51.066111;19.441944
21771;LdRawaMaWIOSMKoscius;PL0511A;Rawa Mazowiecka-Kościuszki 5;;2008-02-01;2011-12-31;tło;miejski;w budynku;ul. Kościuszki 5;;51.763358;20.249978
21771;LdRawaNiepod;PL0545A;Rawa Mazowiecka, ul. Niepodległości;LdRawaMaWIOSMNiepodl;2010-01-01;2023-12-31;tło;miejski;w budynku;ul. Niepodległości 8;;51.760889;20.250839
21859;LdSieradWIOSMKoscius;PL0374A;Sieradz-Kościuszki6;;2006-01-01;2011-12-31;komunikacyjna;miejski;w budynku;ul. Kościuszki 6;;51.594444;18.736111
21859;LdSieradWSSEMArmiiKr;;Sieradz-ArmiiKrajowej7;;2003-01-01;2004-03-31;tło;miejski;w budynku;ul. Armii Krajowej 7;;51.583889;18.710556
21859;LdSieradWSSEMPOW52;PL0375A;Sieradz-POW52;;2004-06-01;2010-01-01;komunikacyjna;miejski;w budynku;ul. POW 52;;51.595833;18.720278
21859;LdSieraPolna;PL0636A;Sieradz, ul. Polna;;2016-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Polna 18/20;;51.592058;18.734811
21859;LdSierGrunwa;PL0110A;Sieradz-Grunwaldzka 28;LdSieradWSSEMGrunwal;2004-01-01;2015-12-31;tło;miejski;wolnostojący pobornik pyłu;ul. Grunwaldzka 28;;51.590125;18.717333
22472;LdSkierKonop;PL0611A;Skierniewice, ul. Konopnickiej;LdSkiernWIOSMKonopni;2014-07-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Marii Konopnickiej 5;;51.954297;20.149461
22472;LdSkiernWIOSMJagiell;PL0546A;Skierniewice-Jagiellońska 28;;2010-01-01;2014-06-30;tło;miejski;w budynku;ul. Jagiellońska 28;;51.959561;20.146183
22472;LdSkiernWIOSMWitaStw;PL0512A;Skierniewice-Wita Stwosza2/4;;2008-03-07;2011-12-31;tło;miejski;w budynku;ul. Wita Stwosza 2/4;;51.960719;20.147408
22472;LdSkiernWSSEMKoperni;PL0111A;Skierniewice-Kopernika5;;1994-01-02;2010-01-01;tło;miejski;w budynku;ul. Kopernika 5;;51.952778;20.152222
22472;LdSkiernWSSEMReymont;PL0112A;Skierniewice-Reymonta 33;;2004-01-01;2011-05-01;tło;miejski;w budynku;ul. Reymonta 33;;51.96;20.147222
22472;LdSkiernWSSEMWankowi;;Skierniewice-Wańkowicza10;;1991-01-16;2003-12-31;tło;miejski;w budynku;ul. Wańkowicza 10;;51.973611;20.148889
20501;LdToMaSwAnto;PL0547A;Tomaszów Mazowiecki ul. Św. Antoniego;LdTomaszWIOSMSwAnton;2010-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Św. Antoniego 43/45;;51.526225;20.016858
20501;LdTomaszWSSEMSw.Anto;PL0113A;TomaszówMaz.-Św.Antoniego24;;1988-01-01;2014-08-13;tło;miejski;kontenerowa stacjonarna;ul. Św. Antoniego 24;;51.528889;20.010833
24288;LdUniejZamko;PL0667A;Uniejów, ul. Zamkowa;LdUniejTermy;2017-01-01;;tło;podmiejski;wolnostojący pobornik pyłu;ul. Zamkowa 1;;51.971711;18.790289
19192;LdWielunPOW1;PL0590A;Wieluń, ul. POW;LdWielunWIOSMPOW, LdWieluPOW12;2012-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. POW 12;;51.217828;18.581828
19192;LdWielunWSSEMPOW14;PL0208A;Wieluń-POW14;;2005-01-01;2010-01-01;tło;miejski;w budynku;ul. POW 14;;51.218611;18.581389
19192;LdWielunWSSEMWojskaP;;Wieluń-WojskaPolskiego;;2003-01-01;2007-01-01;tło;miejski;w budynku;ul. Wojska Polskiego;;-999.0;-999.0
18998;LdZduWoKrole;PL0548A;Zduńska Wola, ul. Królewska;LdZdWolaWIOSMKrolews;2011-08-16;;tło;miejski;wolnostojący pobornik pyłu;ul. Królewska 10;;51.601378;18.940117
18998;LdZdWolaWSSEMDabrows;PL0114A;ZduńskaWola-Dąbrowskiego1;;2003-01-01;2010-01-01;tło;miejski;w budynku;ul. Dąbrowskiego 1;;51.601111;18.936944
18998;LdZdWolaWSSEMPlWolno;;Zduńska Wola-Plac Wolności 20;;2001-01-01;2003-07-31;tło;miejski;w budynku;pl. Wolności 20;;51.603056;18.934444
18998;LdZdWolaWSSEMSzadkow;;ZduńskaWola-Szadkowska4;;2003-01-01;2006-01-01;tło;miejski;w budynku;ul. Szadkowska 4;;51.606667;18.939722
24390;LdZgieMielcz;PL0115A;Zgierz, ul. Mielczarskiego;LdZgierzWIOSAMielcza;2003-09-01;;tło;miejski;kontenerowa stacjonarna;ul. Mielczarskiego 1;;51.856692;19.421231
24390;LdZgierzWSSEMDabrows;;Zgierz-Dąbrowskiego 12;;1976-01-01;2000-05-31;tło;miejski;w budynku;ul. Dąbrowskiego 12;;51.856944;19.411944
24390;LdZgierzWSSEMStRynek;PL0116A;Zgierz-Pl Jana Pawła II;;2000-01-01;2010-01-01;tło;miejski;w budynku;pl. Jana Pawła II;;51.856389;19.404444
19280;LdZloczeWSSEMWieluns;;Złoczew-Wieluńksa(szkoła);;2003-01-01;2003-12-31;tło;miejski;w budynku;ul. Wieluńska;;51.406944;18.610833
18137;LuDrezdeWSSE;PL0376A;WSSE - Drezdenko;;2002-05-01;2009-12-31;tło;miejski;w budynku;ul. Chrobrego 11;;52.839167;15.835578
17492;LuGorzKosGdy;PL0209A;Gorzów Wlkp. ul. Kosynierów Gdyńskich;LuGorzowWIOS_AUT;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Kosynierów Gdyńskich;;52.738214;15.228667
17492;LuGorzowWSSE_1;PL0272A;WSSE - Gorzów ul. Borowskiego;;2003-01-01;2009-12-31;tło;miejski;w budynku;ul. Borowskiego 28;;52.737222;15.232222
17492;LuGorzowWSSE_5;PL0377A;WSSE - Gorzów ul. Mickiewicza;;1988-02-01;2009-12-31;tło;miejski;w budynku;ul. Mickiewicza;;52.739722;15.23
17492;LuGorzowWSSE_6;PL0378A;WSSE - Gorzów ul. Wróblewskiego;;2003-04-01;2009-12-31;tło;miejski;w budynku;ul. Wróblewskiego;;52.754722;15.241944
17492;LuGorzPilsud;PL0492A;Gorzów Wlkp. ul. Piłsudskiego;LuGorzowWIOS_MAN;2010-01-08;;tło;miejski;wolnostojący pobornik pyłu;ul. Piłsudskiego;;52.747044;15.246294
18246;LuGubinAnderMOB;PL0782A;Gubin, ul. Gen. W. Andersa;;2021-01-04;2021-12-31;tło;miejski;mobilna;ul. Generała Władysława Andersa;;51.947935;14.724985
17923;LuLubsStrzelMOB;PL0839A;Lubsko, ul. Strzelecka;;2024-01-05;2024-12-31;tło;miejski;mobilna;ul. Strzelecka;;51.784252;14.958101
18169;LuMiedzyrMOB;PL0818A;Międzyrzecz ul. Komisji Edukacji Narodowej;;2023-01-10;2023-12-31;tło;miejski;mobilna;ul. Komisji Edukacji Narodowej 1;;52.443327;15.564809
18169;LuMiedzyWSSE;PL0379A;WSSE - Międzyrzecz;;1992-01-01;2009-12-31;tło;miejski;w budynku;ul. Centrum 16;;52.442778;15.581389
18589;LuNowaSolKos;PL0783A;Nowa Sól;;2021-01-01;;tło;miejski;kontenerowa stacjonarna;T. Kościuszki;;51.809103;15.708042
18589;LuNowaSolMOB;PL0752A;Nowa Sól, ul. T. Kościuszki;;2018-12-05;2019-12-31;tło;miejski;mobilna;T. Kościuszki 26;;51.808662;15.708193
18589;LuNowasoWSSE;PL0380A;WSSE - Nowa Sól;;1990-01-03;2008-12-31;tło;miejski;w budynku;ul. Wojska Polskiego 11;;51.8025;15.715014
17663;LuSlubWIOS_AUT;PL0210A;Słubice ul. Woj Pol;;2005-01-01;2010-12-31;tło;miejski;kontenerowa stacjonarna;ul. Wojska Polskiego;;52.355833;14.564167
17663;LuSlubWSSE;PL0381A;WSSE - Słubice;;1988-02-01;2009-12-31;tło;miejski;w budynku;ul. Mickiewicza 4;;52.350278;14.557222
17042;LuSmolBytnic;PL0211A;Smolary Bytnickie;LuSmobytWIOS_AUT;2005-01-01;;tło;pozamiejski;kontenerowa stacjonarna;Smolary Bytnickie 45A;;52.172222;15.206667
17528;LuSulecDudka;PL0575A;Sulęcin ul. Dudka;LuSulecWIOS_MOB;2011-01-26;;tło;miejski;kontenerowa stacjonarna;ul. Dudka;;52.437722;15.122444
17528;LuSuleciWSSE;PL0382A;WSSE - Sulęcin;;1992-01-02;2009-12-31;tło;miejski;w budynku;ul. Magazynowa;;52.449722;15.116944
17908;LuSwiebodMOB;PL0766A;Świebodzin,ul. Gen.W.Sikorskiego;;2020-01-09;2020-12-31;tło;miejski;mobilna;ul. Gen.W.Sikorskiego 25;;52.245444;15.527571
17908;LuSwieboWIOS_MOB;PL0383A;Świebodzin, ul. Łąki Zamkowe;;2008-01-07;2009-01-14;tło;miejski;mobilna;ul. Łąki Zamkowe;;52.247778;15.534722
17908;LuSwieboWSSE;PL0384A;WSSE - Świebodzin;;1990-05-25;2009-12-31;tło;miejski;w budynku;ul. 1 Maja 10;;52.251111;15.531667
17400;LuWsKaziWiel;PL0212A;Wschowa ul. Kazimierza Wielkiego;LuWschowWIOS_AUT;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Kazimierza Wielkiego;;51.799722;16.3175
17821;LuZaganKochaMOB;PL0805A;Żagań, ul. Kochanowskiego;;2022-01-05;2022-12-31;tło;miejski;mobilna;ul. Kochanowskiego 6;;51.615447;15.301667
17821;LuZaganWSSE;PL0385A;WSSE - Żagań;;1991-01-14;2009-12-31;tło;miejski;w budynku;ul. Szprotawska 25A;;51.6125;15.328889
18159;LuZarySzyman;PL0591A;Żary, ul. Szymanowskiego;LuZaryWIOS_AUT;2012-09-01;;tło;miejski;kontenerowa stacjonarna;ul. Szymanowskiego 8;;51.642656;15.127808
18159;LuZaryWIOS_MAN;PL0513A;Żary ul. Podchorążych;;2010-01-01;2010-12-31;tło;miejski;w budynku;ul. Podchorążych;;51.6399;15.136131
18159;LuZaryWIOS_MOB;PL0514A;Żary ul. Chopina;;2010-01-26;2010-12-31;tło;miejski;mobilna;ul. Chopina;;51.6415;15.1275
18159;LuZaryWSSE;PL0386A;WSSE - Żary;;1998-06-01;2009-12-31;tło;miejski;w budynku;ul. Podchorążych 23a;;51.64;15.135556
18159;LuZaryWSSE_2;PL0387A;WSSE - Żary ul. 1Maja;;2006-01-01;2009-12-31;tło;miejski;BRAK DANYCH;ul. 1 Maja;;51.634444;15.141111
18075;LuZgoraWSSE_1;PL0388A;WSSE - Zielona Góra ul. Jasna;;1989-03-12;2009-12-31;tło;miejski;w budynku;ul. Jasna 10;;51.93;15.503056
18075;LuZielKrotka;PL0213A;Zielona Góra ul. Krótka;LuZgoraWIOS_AUT;2005-01-01;;tło;miejski;kontenerowa stacjonarna;ul. Krótka;;51.939783;15.518861
18075;LuZielWyszyn;PL0711A;Zielona Góra,ul.Wyszyńskiego;;2022-07-14;;komunikacyjna;miejski;kontenerowa stacjonarna;Wyszyńskiego;;51.936249;15.481077
33191;MpAndrycWSSEKrak1801;;Andrychów Krakowska;;2001-01-01;2009-12-31;tło;miejski;w budynku;ul. Krakowska 86;;49.853333;19.340556
33900;MpBochKonfed;PL0549A;Bochnia, ul. Konfederatów Barskich;MpBochniWIOSKBar0106;2011-01-01;;tło;miejski;wolnostojący pobornik pyłu;ul. Konfederatów Barskich;;49.969017;20.439511
33900;MpBochniWSSEKazi0104;PL0302A;Bochnia Kazimierza Wielkiego 67;;2003-01-01;2008-12-31;tło;miejski;w budynku;ul. Kazimierza Wielkiego 67;;49.959167;20.420556
33900;MpBochniWSSEKons0105;PL0389A;Bochnia Kostytucji 3 Maja Nr 5;;2004-01-01;2010-12-31;tło;miejski;BRAK DANYCH;ul. Kostytucji 3 Maja Nr 5;;49.972778;20.428056
33900;MpBochniWSSESoln0102;;Bochnia Solna;;2003-01-01;2003-12-31;tło;miejski;BRAK DANYCH;ul. Solna;;49.97;20.432222
38752;MpBrzeskWIOSWiej0202;PL0626A;Brzesko, ul. Wiejska;;2014-01-01;2014-12-31;tło;miejski;mobilna;ul. Wiejska;;49.975953;20.603222
38752;MpBrzeskWSSEGlow0201;PL0390A;Brzesko Głowackiego;;2001-01-01;2008-12-31;tło;miejski;w budynku;ul. Głowackiego 51;;49.9675;20.607783
35863;MpBrzeszKosc;PL0668A;Brzeszcze, ul. Kościelna;;2017-01-01;2018-01-17;tło;miejski;kontenerowa stacjonarna;ul. Kościelna;;49.966667;19.146061
33300;MpBukowKolejMOB;PL0612A;Bukowno, ul. Kolejowa;MpBukownWIOSKole1206;2015-01-01;2015-12-31;tło;miejski;mobilna;ul. Kolejowa;;50.266239;19.462286
